Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,CrdY_per90,CrdR_per90,npxG_per90,xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,Cmp_per90,1/3_per90,PPA_per90,CrsPA_per90,Sw_per90,Crs_per90,Tkl_per90,Int_per90,Clr_per90,Blocks_stats_defense_per90,Err_per90,Fld_per90,Touches_per90,Succ_per90,Carries_per90,Mis_per90,Dis_per90,Fls_per90,PKwon_per90,PKcon_per90,Recov_per90,GA_per90,SoTA_per90,Saves_per90,PKm_per90,PKsv_per90,Thr_per90,Stp_per90,Won_per90,#OPA_per90,PSxG_per90,G-xG_per90,team_code,passing__avg_poss,Tkl_per90_Padj,Int_per90_Padj,Clr_per90_Padj,Blocks_stats_defense_per90_Padj,Born_year,Player_clean
916,Morgan Guilavogui,gn GUI,"MF,FW",Lens,fr Ligue 1,27.0,1998.0,15,3,466,5.2,1,0,1,1,0,0,2,1,1.2,1.2,1.2,2.3,6,30,32,0.19,0.45,916,gn GUI,"MF,FW",fr Ligue 1,27-308,1998.0,5.2,1,9,1,11.1,1.74,0.19,0.11,1.0,14.7,0,0,0,1.2,1.2,0.13,-0.2,-0.2,916,gn GUI,"MF,FW",fr Ligue 1,27-308,1998.0,5.2,155,199,77.9,2448,746,0,1.2,1.0,-1.2,8,17,11,1,30,916,gn GUI,"MF,FW",fr Ligue 1,27-308,1998.0,5.2,199,193,5,2,2,0,3,1,0,0,0,0,155,1,6,916,gn GUI,"MF,FW",fr Ligue 1,27-308,1998.0,5.2,20,3.86,16,0,1,2,1,0,1,0.19,916,gn GUI,"MF,FW",fr Ligue 1,27-308,1998.0,5.2,14,8,4,8,2,12,50.0,6,6,0,6,1,15,5,0,916,gn GUI,"MF,FW",fr Ligue 1,27-308,1998.0,5.2,270,3,40,130,110,27,270,17,7,41.2,7,41.2,135,591,269,6,10,2,14,0,187,32,1152,gn GUI,"MF,FW",fr Ligue 1,27-308,1998.0,15,466,31,30.5,5.2,3,75.0,1,12,20.0,0,2.27,9,5,4,0.77,-0.41,10.7,7.4,3.4,0.65,916,gn GUI,"MF,FW",fr Ligue 1,27-308,1998.0,5.2,2,1,0,13,12,4,3,1,8,1,0,0,29,10,6,62.5,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.19,0.0,0.19,0.19,0.0,0.39,0.19,0.23,0.23,1.16,5.79,6.18,1.74,0.19,29.94,3.28,2.12,0.19,0.0,0.58,2.7,0.19,0.97,1.16,0.0,0.19,52.15,1.35,26.07,2.7,0.0,2.51,0.19,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,-0.04,Lens,50.8,2.74,0.19,0.99,1.18,1998,morgan guilavogui
948,Jack Harrison,eng ENG,"FW,DF",Leeds United,eng Premier League,29.0,1996.0,11,1,269,3.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,8,10,17,0.0,0.23,948,eng ENG,"FW,DF",eng Premier League,29-053,1996.0,3.0,0,6,2,33.3,2.01,0.67,0.0,0.0,21.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,948,eng ENG,"FW,DF",eng Premier League,29-053,1996.0,3.0,97,137,70.8,1529,451,0,0.4,0.2,-0.4,2,6,4,1,10,948,eng ENG,"FW,DF",eng Premier League,29-053,1996.0,3.0,137,126,10,3,0,0,17,3,3,2,1,0,97,1,7,948,eng ENG,"FW,DF",eng Premier League,29-053,1996.0,3.0,5,1.67,4,0,0,0,0,1,0,0.0,948,eng ENG,"FW,DF",eng Premier League,29-053,1996.0,3.0,5,2,3,1,1,6,50.0,3,3,0,3,4,9,2,0,948,eng ENG,"FW,DF",eng Premier League,29-053,1996.0,3.0,173,5,42,62,75,7,173,9,3,33.3,4,44.4,100,594,293,8,7,3,9,0,116,17,1190,eng ENG,"FW,DF",eng Premier League,29-053,1996.0,11,269,24,14.2,3.0,1,65.0,0,10,20.0,9,1.09,1,5,-4,-1.34,-1.12,3.2,4.1,-0.8,-0.27,948,eng ENG,"FW,DF",eng Premier League,29-053,1996.0,3.0,0,0,0,1,4,0,17,4,2,0,1,0,13,1,3,25.0,,,,,,,,,,,,,,,65.16,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,,,,6.36,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,2.68,3.35,5.69,2.01,0.67,32.45,2.01,1.34,0.33,0.0,5.69,1.67,1.34,0.67,1.0,0.0,0.0,57.88,1.0,33.46,3.01,0.0,0.33,0.0,0.33,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,-0.1,Leeds,,0.0,0.0,0.0,0.0,1996,jack harrison
988,Ki-Jana Hoever,nl NED,"DF,MF",Wolves,eng Premier League,23.0,2002.0,8,6,425,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9,13,23,0.0,0.1,988,nl NED,"DF,MF",eng Premier League,23-359,2002.0,4.7,0,1,1,100.0,0.21,0.21,0.0,0.0,31.7,0,0,0,0.0,0.0,0.02,0.0,0.0,988,nl NED,"DF,MF",eng Premier League,23-359,2002.0,4.7,140,209,67.0,2731,840,0,0.5,0.4,-0.5,4,15,8,4,13,988,nl NED,"DF,MF",eng Premier League,23-359,2002.0,4.7,209,175,33,1,0,4,22,32,0,0,0,0,140,1,7,988,nl NED,"DF,MF",eng Premier League,23-359,2002.0,4.7,8,1.69,7,1,0,0,0,0,1,0.21,988,nl NED,"DF,MF",eng Premier League,23-359,2002.0,4.7,13,11,7,5,1,9,66.7,3,3,1,2,6,19,22,0,988,nl NED,"DF,MF",eng Premier League,23-359,2002.0,4.7,266,19,64,120,87,3,266,9,5,55.6,3,33.3,113,452,247,9,10,1,3,3,134,23,1240,nl NED,"DF,MF",eng Premier League,23-359,2002.0,8,425,53,22.5,4.7,6,65.0,0,2,17.0,9,0.0,3,13,-10,-2.12,-1.13,4.4,9.1,-4.8,-1.01,988,nl NED,"DF,MF",eng Premier League,23-359,2002.0,4.7,0,0,0,3,3,1,22,6,11,0,0,0,16,6,6,50.0,,,,,,,,,,,,,,,65.16,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,,,,6.36,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.91,2.75,4.87,0.21,0.21,29.65,3.18,1.69,0.85,0.85,4.66,2.75,1.27,4.66,0.64,0.0,0.0,56.33,1.06,23.93,0.64,0.64,0.64,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,Wolves,43.5,2.43,1.12,4.12,0.57,2002,kijana hoever
994,Emil Holm,se SWE,DF,Bologna,it Serie A,25.0,2000.0,9,6,531,5.9,1,4,5,1,0,0,2,1,0.7,0.7,1.5,2.2,6,32,20,0.85,0.37,994,se SWE,DF,it Serie A,25-244,2000.0,5.9,1,4,1,25.0,0.68,0.17,0.25,1.0,14.0,0,0,0,0.7,0.7,0.17,0.3,0.3,994,se SWE,DF,it Serie A,25-244,2000.0,5.9,236,310,76.1,4235,1364,4,1.5,1.6,2.5,6,19,8,5,32,994,se SWE,DF,it Serie A,25-244,2000.0,5.9,310,243,61,3,0,2,17,57,1,0,1,0,236,6,5,994,se SWE,DF,it Serie A,25-244,2000.0,5.9,11,1.86,11,0,0,0,0,0,4,0.68,994,se SWE,DF,it Serie A,25-244,2000.0,5.9,17,13,7,10,0,9,88.9,1,6,1,5,6,23,25,1,994,se SWE,DF,it Serie A,25-244,2000.0,5.9,389,19,130,178,86,15,389,8,2,25.0,4,50.0,164,676,341,6,0,2,8,4,188,20,1247,se SWE,DF,it Serie A,25-244,2000.0,9,531,59,31.1,5.9,6,83.0,2,3,11.0,4,1.33,11,5,6,1.02,1.02,7.8,7.2,0.7,0.11,994,se SWE,DF,it Serie A,25-244,2000.0,5.9,2,1,1,10,14,0,17,6,13,0,0,0,36,7,10,41.2,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.17,0.68,0.85,0.17,0.0,0.34,0.17,0.12,0.25,1.02,5.42,3.39,0.68,0.17,40.0,3.22,1.36,0.85,0.34,2.88,2.88,1.02,4.24,1.02,0.17,0.0,65.93,0.34,27.8,1.36,0.68,1.69,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.05,Bologna,55.1,3.21,1.14,4.72,1.14,2000,emil holm
1009,Kwon Hyeokkyu,kr KOR,MF,Nantes,fr Ligue 1,24.0,2001.0,12,9,753,8.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,13,3,0.0,0.01,1009,kr KOR,MF,fr Ligue 1,24-305,2001.0,8.4,0,3,0,0.0,0.36,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,1009,kr KOR,MF,fr Ligue 1,24-305,2001.0,8.4,192,224,85.7,3590,710,0,0.0,0.1,0.0,0,7,1,0,13,1009,kr KOR,MF,fr Ligue 1,24-305,2001.0,8.4,224,215,7,6,0,0,1,0,0,0,0,0,192,2,1,1009,kr KOR,MF,fr Ligue 1,24-305,2001.0,8.4,9,1.08,4,0,0,2,3,0,1,0.12,1009,kr KOR,MF,fr Ligue 1,24-305,2001.0,8.4,15,5,8,5,2,19,52.6,9,15,8,7,7,22,30,1,1009,kr KOR,MF,fr Ligue 1,24-305,2001.0,8.4,306,47,132,145,29,0,306,1,0,0.0,1,100.0,138,651,166,1,1,0,5,4,168,3,1264,kr KOR,MF,fr Ligue 1,24-305,2001.0,12,753,63,49.2,8.4,9,77.0,2,3,20.0,4,0.83,6,14,-8,-0.96,-0.49,5.4,15.7,-10.3,-1.23,1009,kr KOR,MF,fr Ligue 1,24-305,2001.0,8.4,2,0,0,11,10,0,1,7,5,0,0,0,21,8,6,57.1,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.01,0.0,0.12,1.55,0.36,0.36,0.0,22.95,0.84,0.12,0.0,0.0,0.12,1.79,0.84,3.59,1.79,0.12,0.36,36.57,0.0,16.49,0.6,0.48,1.31,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,-0.01,FC Nantes,,0.0,0.0,0.0,0.0,2001,kwon hyeokkyu
1011,Hong Hyunseok,kr KOR,MF,Nantes,fr Ligue 1,26.0,1999.0,6,3,284,3.2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,7,8,0.0,0.15,1011,kr KOR,MF,fr Ligue 1,26-210,1999.0,3.2,0,4,2,50.0,1.27,0.63,0.0,0.0,21.7,1,0,0,0.5,0.5,0.12,-0.5,-0.5,1011,kr KOR,MF,fr Ligue 1,26-210,1999.0,3.2,59,88,67.0,846,219,0,0.0,0.1,0.0,1,7,0,0,7,1011,kr KOR,MF,fr Ligue 1,26-210,1999.0,3.2,88,77,11,2,2,0,14,0,8,6,2,0,59,0,3,1011,kr KOR,MF,fr Ligue 1,26-210,1999.0,3.2,5,1.58,3,2,0,0,0,0,1,0.32,1011,kr KOR,MF,fr Ligue 1,26-210,1999.0,3.2,9,6,4,3,2,7,71.4,2,5,1,4,3,12,3,0,1011,kr KOR,MF,fr Ligue 1,26-210,1999.0,3.2,118,5,31,48,39,6,118,2,2,100.0,0,0.0,53,242,120,1,1,0,4,3,55,8,1266,kr KOR,MF,fr Ligue 1,26-210,1999.0,6,284,47,18.6,3.2,3,71.0,0,3,23.0,6,0.83,1,3,-2,-0.63,0.09,1.8,5.0,-3.2,-1.01,1011,kr KOR,MF,fr Ligue 1,26-210,1999.0,3.2,0,0,0,0,1,1,14,3,6,0,0,0,13,1,3,25.0,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.32,2.22,2.54,1.27,0.63,18.7,2.22,0.0,0.0,0.0,4.44,2.85,0.95,0.95,1.58,0.0,0.0,37.39,0.63,16.8,1.27,0.95,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,-0.16,FC Nantes,,0.0,0.0,0.0,0.0,1999,hong hyunseok
1028,George Ilenikhena,ng NGA,"FW,MF",Monaco,fr Ligue 1,19.0,2006.0,13,2,300,3.3,2,0,2,2,0,0,0,0,1.2,1.2,0.3,1.5,5,5,23,0.6,0.45,1028,ng NGA,"FW,MF",fr Ligue 1,19-149,2006.0,3.3,2,13,7,53.8,3.9,2.1,0.15,0.29,15.3,0,0,0,1.2,1.2,0.09,0.8,0.8,1028,ng NGA,"FW,MF",fr Ligue 1,19-149,2006.0,3.3,30,42,71.4,443,97,0,0.3,0.2,-0.3,3,1,5,0,5,1028,ng NGA,"FW,MF",fr Ligue 1,19-149,2006.0,3.3,42,37,4,0,0,0,0,0,0,0,0,0,30,1,1,1028,ng NGA,"FW,MF",fr Ligue 1,19-149,2006.0,3.3,9,2.7,7,0,0,2,0,0,1,0.3,1028,ng NGA,"FW,MF",fr Ligue 1,19-149,2006.0,3.3,1,0,0,0,1,2,0.0,2,2,1,1,0,1,2,0,1028,ng NGA,"FW,MF",fr Ligue 1,19-149,2006.0,3.3,92,2,5,24,64,23,92,10,1,10.0,9,90.0,52,231,117,5,2,2,11,5,65,23,1283,ng NGA,"FW,MF",fr Ligue 1,19-149,2006.0,13,300,23,19.6,3.3,2,62.0,0,11,16.0,3,1.31,5,5,0,0.0,0.22,6.0,6.8,-0.8,-0.24,1028,ng NGA,"FW,MF",fr Ligue 1,19-149,2006.0,3.3,0,0,0,1,5,5,0,0,0,0,0,0,4,7,8,46.7,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.36,0.09,1.5,1.5,6.9,3.9,2.1,9.0,0.3,1.5,0.0,0.0,0.0,0.3,0.0,0.6,0.6,0.0,0.0,27.6,0.3,15.6,3.3,1.5,0.3,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.24,Monaco,53.2,0.32,0.0,0.64,0.64,2006,george ilenikhena
1037,Andy Irving,sct SCO,MF,West Ham,eng Premier League,25.0,2000.0,7,2,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,2,12,2,0.0,0.15,1037,sct SCO,MF,eng Premier League,25-244,2000.0,1.8,0,0,0,28.47,0.0,0.0,0.08,,,0,0,0,0.0,0.0,,0.0,0.0,1037,sct SCO,MF,eng Premier League,25-244,2000.0,1.8,87,106,82.1,1533,416,0,0.3,0.2,-0.3,3,7,0,0,12,1037,sct SCO,MF,eng Premier League,25-244,2000.0,1.8,106,87,19,5,0,1,12,2,12,6,2,0,87,0,1,1037,sct SCO,MF,eng Premier League,25-244,2000.0,1.8,3,1.7,1,2,0,0,0,0,0,0.0,1037,sct SCO,MF,eng Premier League,25-244,2000.0,1.8,6,3,2,4,0,6,83.3,1,2,1,1,1,7,1,0,1037,sct SCO,MF,eng Premier League,25-244,2000.0,1.8,129,2,21,74,36,1,129,1,0,0.0,1,100.0,55,305,98,2,3,0,2,2,65,2,1293,sct SCO,MF,eng Premier League,25-244,2000.0,7,158,23,8.4,1.8,2,62.0,0,5,7.0,8,0.71,4,4,0,0.0,1.09,3.0,3.9,-0.9,-0.49,1037,sct SCO,MF,eng Premier League,25-244,2000.0,1.8,0,0,0,1,0,0,12,1,3,0,0,0,14,0,4,0.0,,,,,,,,,,,,,,,65.16,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,,,,6.36,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.14,6.84,1.14,0.0,0.0,49.56,3.99,0.0,0.0,0.57,6.84,3.42,0.57,0.57,1.14,0.0,0.0,73.48,0.0,31.33,1.14,1.14,0.57,0.0,0.0,7.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham,,0.0,0.0,0.0,0.0,2000,andy irving
1083,Dennis Johnsen,no NOR,"MF,FW",Cremonese,it Serie A,27.0,1998.0,8,4,299,3.3,1,1,2,1,0,0,0,0,0.4,0.4,0.4,0.8,8,7,17,0.6,0.24,1083,no NOR,"MF,FW",it Serie A,27-329,1998.0,3.3,1,4,2,50.0,1.2,0.6,0.25,0.5,22.5,0,0,0,0.4,0.4,0.1,0.6,0.6,1083,no NOR,"MF,FW",it Serie A,27-329,1998.0,3.3,42,88,47.7,777,267,1,0.4,0.3,0.6,3,4,3,2,7,1083,no NOR,"MF,FW",it Serie A,27-329,1998.0,3.3,88,80,7,1,0,1,8,2,4,2,1,0,42,1,5,1083,no NOR,"MF,FW",it Serie A,27-329,1998.0,3.3,5,1.51,3,1,0,1,0,0,1,0.3,1083,no NOR,"MF,FW",it Serie A,27-329,1998.0,3.3,1,0,0,1,0,4,25.0,3,2,0,2,0,1,4,0,1083,no NOR,"MF,FW",it Serie A,27-329,1998.0,3.3,130,2,30,62,41,7,130,11,4,36.4,7,63.6,68,491,219,8,7,2,14,5,85,17,1347,no NOR,"MF,FW",it Serie A,27-329,1998.0,8,299,37,17.5,3.3,4,61.0,0,4,14.0,9,0.5,3,4,-1,-0.3,-0.17,2.4,5.8,-3.5,-1.04,1083,no NOR,"MF,FW",it Serie A,27-329,1998.0,3.3,0,0,0,2,2,1,8,0,0,0,0,0,9,8,5,61.5,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.3,0.3,0.6,0.3,0.0,0.0,0.0,0.12,0.12,2.41,2.11,5.12,1.2,0.6,12.64,1.2,0.9,0.6,0.3,2.41,0.3,0.0,1.2,0.6,0.0,0.0,39.13,1.2,20.47,4.21,1.51,0.6,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.18,Cremonese,46.5,0.28,0.0,1.12,0.56,1998,dennis johnsen
1084,Brennan Johnson,wls WAL,"FW,MF",Tottenham,eng Premier League,24.0,2001.0,16,6,610,6.8,2,0,2,2,0,0,2,0,1.0,1.0,0.4,1.4,17,12,40,0.3,0.21,1084,wls WAL,"FW,MF",eng Premier League,24-234,2001.0,6.8,2,6,2,33.3,0.89,0.3,0.33,1.0,17.1,0,0,0,1.0,1.0,0.17,1.0,1.0,1084,wls WAL,"FW,MF",eng Premier League,24-234,2001.0,6.8,106,166,63.9,1682,323,0,0.4,0.3,-0.4,6,7,4,3,12,1084,wls WAL,"FW,MF",eng Premier League,24-234,2001.0,6.8,166,162,4,1,0,2,23,3,0,0,0,0,106,0,5,1084,wls WAL,"FW,MF",eng Premier League,24-234,2001.0,6.8,12,1.77,9,0,2,1,0,0,1,0.15,1084,wls WAL,"FW,MF",eng Premier League,24-234,2001.0,6.8,13,9,6,6,1,6,50.0,3,5,1,4,2,15,17,1,1084,wls WAL,"FW,MF",eng Premier League,24-234,2001.0,6.8,240,14,44,84,115,20,240,11,3,27.3,7,63.6,120,789,402,17,7,6,13,3,149,40,1348,wls WAL,"FW,MF",eng Premier League,24-234,2001.0,16,610,38,32.3,6.8,6,77.0,1,10,15.0,2,1.38,13,5,8,1.18,1.53,7.4,10.1,-2.7,-0.4,1084,wls WAL,"FW,MF",eng Premier League,24-234,2001.0,6.8,2,0,0,2,4,8,23,2,9,0,0,0,13,4,3,57.1,,,,,,,,,,,,,,,65.16,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,,,,6.36,,,,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.15,0.06,2.51,1.77,5.9,0.89,0.3,15.64,1.03,0.59,0.44,0.3,3.39,1.92,0.3,2.51,0.74,0.15,0.0,35.41,0.44,17.7,1.92,0.44,0.3,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.15,Tottenham,,0.0,0.0,0.0,0.0,2001,brennan johnson
1107,Mohamed Kaba,fr FRA,MF,Lecce,it Serie A,24.0,2001.0,14,5,611,6.8,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,9,30,25,0.0,0.08,1107,fr FRA,MF,it Serie A,24-077,2001.0,6.8,0,9,4,44.4,1.33,0.59,0.0,0.0,21.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,1107,fr FRA,MF,it Serie A,24-077,2001.0,6.8,138,186,74.2,2088,672,0,0.1,0.3,-0.1,4,17,3,1,30,1107,fr FRA,MF,it Serie A,24-077,2001.0,6.8,186,180,4,3,0,3,8,0,0,0,0,0,138,2,2,1107,fr FRA,MF,it Serie A,24-077,2001.0,6.8,18,2.65,12,0,2,0,3,1,1,0.15,1107,fr FRA,MF,it Serie A,24-077,2001.0,6.8,12,7,2,6,4,12,58.3,5,11,2,9,4,16,6,0,1107,fr FRA,MF,it Serie A,24-077,2001.0,6.8,259,11,35,132,101,17,259,18,8,44.4,6,33.3,148,783,335,9,6,3,18,18,178,25,1375,fr FRA,MF,it Serie A,24-077,2001.0,14,611,44,35.7,6.8,5,81.0,3,9,23.0,4,1.07,3,11,-8,-1.18,-0.69,5.3,11.3,-6.0,-0.88,1107,fr FRA,MF,it Serie A,24-077,2001.0,6.8,1,0,0,12,20,0,8,4,7,0,1,0,30,12,16,42.9,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.07,0.01,1.33,4.42,3.68,1.33,0.59,20.33,2.5,0.44,0.15,0.44,1.18,1.77,0.59,0.88,1.62,0.0,0.44,38.15,1.18,21.8,2.65,2.65,1.77,0.0,0.15,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,-0.07,Lecce,42.2,1.53,0.51,0.76,1.4,2001,mohamed kaba
